ALTER,GESCHLECHT,RASSE1,RASSE1_MISCHLING,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
51-60,m,American Bulldog,,2012,m,gestromt
61-70,m,Deutscher Schäfer,,2013,m,grau
51-60,w,Labrador Retriever,,2003,m,gelb
71-80,w,Zwergpudel,,2008,m,apricot
51-60,w,Jack Russel Terrier,,2016,m,tricolor
51-60,m,Labrador Retriever,,2014,m,hellbraun
81-90,m,Golden Retriever,,2003,m,golden
71-80,w,Bolonka Zwetna,,2013,w,braun/schwarz/weiss
71-80,m,Rauhaar Dackel,,2010,m,saufarben
71-80,m,Rauhaar Dackel,,2009,w,saufarben
41-50,w,Malteser,,2013,m,weiss
71-80,w,English Springer Spaniel,,2006,m,weiss/braun
71-80,m,Bergamasker,,2004,w,grau meliert
61-70,w,Labradoodle,,2013,w,weiss/braun
61-70,w,Pudel,Mischling,2008,m,schwarz
61-70,w,Pudel,Mischling,2008,w,schwarz
61-70,w,Rauhaar Dackel,,2005,m,schwarz/braun
71-80,w,Mops,,2002,m,beige
71-80,w,Mops,,2008,m,beige
71-80,w,Mops,,2009,w,beige
71-80,w,Mops,,2005,w,beige
61-70,m,Labrador Retriever,,2011,m,schwarz
71-80,w,Pudel,,2010,w,schwarz/weiss
61-70,m,Dachshund,,2009,w,saufarben
61-70,m,Podenco,,2010,w,schwarz/weiss
61-70,m,Galgo Español,,2014,m,weiss/schwarz
41-50,m,Irish Terrier,,2005,w,rot
71-80,w,Tervueren,,2006,w,grau/schwarz
61-70,w,Riesenschnauzer,,2007,m,pfeffer/salz
71-80,m,Cocker Spaniel,,2016,w,rot
61-70,m,Jack Russel Terrier,,2001,m,tricolor
31-40,m,Chihuahua,,2010,m,zimt
51-60,w,Yorkshire Terrier,,2000,w,schwarz
61-70,m,Zwergpudel,,2003,m,schwarz
61-70,m,Collie,,2006,w,sable
91-100,w,Pudel,,2010,m,apricot
61-70,w,Jack Russel Terrier,,2013,w,tricolor
71-80,w,Collie,,2010,w,tricolor
51-60,m,Flat Coated Retriever,,2009,m,schwarz
61-70,w,Pudel,,2011,w,apricot
61-70,w,Rauhaar Dackel,,2006,w,rot/braun
61-70,w,Mischling klein,,2005,m,weiss/braun
61-70,w,Mischling klein,,2009,m,beige
71-80,w,Phalène,,2001,m,braun/weiss
71-80,w,Mischling klein,,2005,w,beige
71-80,w,Biewer Yorkshire Terrier,,2016,m,schwarz/weiss
51-60,w,Mischling gross,,2015,m,hellbraun
61-70,m,Bearded Collie,,2007,m,schwarz/weiss
71-80,w,Dachshund,,2007,m,saufarben
71-80,w,Rauhaar Dackel,,2001,m,saufarben
51-60,w,Chow Chow,,2007,m,rot
81-90,m,Chow Chow,,2007,w,schwarz
51-60,w,Border Collie,,2010,w,schwarz/weiss
51-60,w,Appenzeller Sennenhund,Mischling,2013,w,tricolor
81-90,w,Pudel,,2015,w,harlekin
81-90,w,Zwergpudel,,2004,m,braun/weiss
51-60,w,Tibet Terrier,Mischling,2000,m,schwarz
71-80,w,Mischling klein,,1998,w,schwarz
71-80,w,Pekingese,,2008,w,braun/weiss/schwarz
71-80,m,Irish Soft Coated Wheaten Terrier,,2012,m,weizen
51-60,m,Yorkshire Terrier,,2003,m,blue/steel
51-60,w,Labrador Retriever,,2006,w,gelb
71-80,w,Parson Jack Russell Terrier,,2010,w,tricolor
61-70,w,Jack Russel Terrier,,2002,m,braun/weiss
61-70,w,Dackel,,2009,m,braun
61-70,m,Entlebucher Sennenhund,,2010,m,tricolor
51-60,w,Islandhund,,2014,m,grau/beige
81-90,w,Yorkshire Terrier,,2008,m,blue/tan
51-60,m,Rehpinscher,,2002,w,braun
61-70,m,Mischling klein,,2004,w,schwarz/braun
41-50,w,Border Collie,,2014,w,schwarz/braun/weiss
61-70,w,Berner Sennenhund,,2015,m,tricolor
61-70,m,Havaneser,,2009,m,weiss
61-70,m,Fila Brasileiro,,2015,m,gestromt
51-60,w,Bergamasker,,2005,w,braun
71-80,w,Mischling klein,,2003,w,schwarz
51-60,w,Mischling klein,,2003,m,schwarz
51-60,w,Jack Russel Terrier,,2014,m,tricolor
51-60,w,Border Collie,,2006,w,schwarz/weiss
51-60,w,Cairn Terrier,,2006,w,braun/schwarz
71-80,w,Jack Russel Terrier,,2004,w,weiss/beige
81-90,m,Mischling gross,,2004,m,braun
61-70,w,Schäfer,Mischling,2010,m,rotbraun/weiss
71-80,w,Mischling klein,,2005,w,braun/weiss
71-80,w,Mischling klein,,2008,w,braun
61-70,w,Dachshund,,2009,w,schwarz/grau
61-70,w,Dachshund,,2009,m,rot
61-70,w,Dachshund,,2008,m,braun
61-70,w,Dachshund,,2006,w,schwarz/rot
61-70,w,Dachshund,,2006,w,rot/braun
61-70,w,Dachshund,,2005,w,rot
61-70,w,Dachshund,,2005,w,schwarz/rot
61-70,w,Dachshund,,1999,w,schwarz/rot
61-70,w,Dachshund,,1999,w,schwarz/rot
61-70,w,Dachshund,,1999,w,schwarz/rot
61-70,w,Dachshund,,1998,w,schwarz/rot
61-70,w,Dachshund,,1998,w,rot
61-70,w,Dachshund,,2010,w,schwarz/rot
61-70,m,Bulldog,,2003,w,gestromt
71-80,w,Mischling gross,,2010,w,schwarz
51-60,w,Papillon,,2010,w,tricolor
51-60,w,Papillon,,2011,m,tricolor
71-80,w,Kromfohrländer,,2004,w,weiss/braun
61-70,m,Schäfer,,2005,m,weiss
61-70,m,Bergamasker,,2016,w,tricolor
61-70,w,Border Collie,,2006,w,grau/weiss/schwarz
61-70,m,Boxer,,2007,w,schwarz/braun
51-60,w,Yorkshire Terrier,,2005,m,tricolor
51-60,w,Pekingese,,2015,m,tricolor
51-60,w,Havaneser,,2008,w,braun/weiss
61-70,w,Beagle,,2011,m,tricolor
51-60,w,Rottweiler,,2009,w,schwarz/braun
51-60,w,Boxer,,2012,m,schwarz/weiss
61-70,w,West Highland White Terrier,,2009,m,weiss
61-70,w,Bichon frisé,,2014,m,weiss
61-70,m,Setter,Mischling,2007,m,weiss/braun
71-80,w,Rauhaar Dackel,,2015,w,schwarz/rot
71-80,w,Rauhaar Dackel,,2011,w,saufarben
61-70,w,Dachshund,,2004,m,braun
81-90,m,Beagle,Mischling,2010,w,tricolor
71-80,w,Zwergschnauzer,,2008,w,schwarz/weiss
71-80,w,Mischling gross,,2010,w,grau meliert
51-60,w,Labrador Retriever,,2012,m,beige
61-70,w,Yorkshire Terrier,,2009,w,blue/tan
61-70,w,Papillon,,2004,m,weiss/braun
71-80,w,Rauhaar Dackel,,2002,m,saufarben
81-90,w,Griffon,,2007,w,goldbraun
61-70,w,Cocker Spaniel,,2007,w,braun
71-80,w,Lagotto Romagnolo,,2008,m,beige
61-70,w,Tibet Terrier,,2009,w,beige/schwarz
71-80,w,Appenzeller Sennenhund,,2009,w,tricolor
61-70,w,Golden Retriever,Mischling,2005,w,rot/braun
81-90,m,Dachshund,,2014,m,schwarz/rot
71-80,w,Bergamasker,,2008,m,grau/schwarz
81-90,m,Golden Retriever,,2010,m,goldbraun
61-70,w,Yorkshire Terrier,,2010,w,schwarz/braun
51-60,w,Mischling klein,,2008,w,weiss/braun
81-90,w,Cocker Spaniel,,2006,w,schwarz
61-70,w,Border Terrier,,2013,m,red grizzle
51-60,w,Jack Russel Terrier,Mischling,2008,m,weiss/schwarz
81-90,w,Mischling klein,,2010,m,schwarz/weiss
61-70,w,Dackel,,2010,m,schwarz
61-70,m,Toypudel,,2005,w,apricot
91-100,w,Bearded Collie,,2003,w,beige
71-80,m,Jack Russel Terrier,,2006,m,braun/weiss
71-80,m,Border Collie,,2016,m,tricolor
61-70,w,Mischling klein,,2011,m,schwarz/braun
61-70,w,Mischling klein,,2007,w,grau
61-70,w,Malteser,Mischling,2010,w,weiss/grau
71-80,w,Schäfer,,2004,m,tricolor
71-80,m,Labrador Retriever,,2016,w,gelb
41-50,w,Tibet Terrier,,2003,w,schwarz/weiss
41-50,w,Tibet Terrier,,2005,w,zobel
71-80,w,Norwich Terrier,,2011,w,rot
51-60,w,Continental Bulldog,,2016,w,schwarz/braun
51-60,w,Continental Bulldog,,2010,w,schwarz/weiss
51-60,w,Continental Bulldog,,2009,m,rotbraun/weiss
51-60,w,Continental Bulldog,,2016,w,schwarz/weiss
51-60,w,Continental Bulldog,,2012,w,gestromt
51-60,w,Continental Bulldog,,2014,w,rot/weiss
51-60,w,Continental Bulldog,,2015,w,rot/weiss
51-60,w,Continental Bulldog,,2016,w,schwarz/weiss
71-80,w,Französische Bulldogge,,2013,w,schwarz/beige
61-70,w,Labrador Retriever,,2012,w,schwarz
81-90,m,Zwergdackel,,2003,w,braun meliert
81-90,w,Pudel,,2003,w,schwarz
81-90,w,Pudel,,2002,w,schwarz
71-80,w,Briard,,2000,w,schwarz
71-80,w,Gos d'Atura Català,,2005,m,zobel
71-80,m,Labrador Retriever,,2003,m,schwarz
71-80,m,Labrador Retriever,,2014,m,schwarz
81-90,w,Pudel,,2013,m,schwarz
71-80,w,Tibet Terrier,,2004,m,schwarz/weiss
71-80,w,Flat Coated Retriever,,2004,w,braun
61-70,w,Dachshund,,2006,w,saufarben
71-80,w,Berner Sennenhund,,2003,w,braun/schwarz
61-70,m,English Setter,,2009,m,weiss/orange
51-60,w,Cavalier King Charles Spaniel,,2012,m,black/tan
71-80,m,Leonberger,,2006,w,löwenfarbig
71-80,m,Pudel,,2009,w,black/tan
61-70,w,Labrador Retriever,,2005,w,gelb
61-70,w,Border Collie,,2010,m,schwarz/weiss
51-60,w,Mischling klein,,2007,m,schwarz/braun
81-90,w,Labrador Retriever,,2003,w,blondfarben
41-50,w,Deutsche Dogge,,2012,m,gelb
71-80,m,Deutscher Schäfer,,2014,w,grau
41-50,w,Mischling klein,,2008,m,grau/beige
51-60,w,Labrador Retriever,,2009,w,blondfarben
71-80,w,Pointer,,2003,w,weiss/schwarz
61-70,w,Beagle,,2014,m,tricolor
51-60,w,Dackel,,2012,m,braun
61-70,w,Chihuahua,,2008,w,braun
61-70,w,Chinese Crested Powderpuff,,2004,m,braun/weiss
61-70,w,Chinese Crested Powderpuff,,2009,m,weiss/schwarz
61-70,w,Chinese Crested Powderpuff,,2006,w,schwarz/weiss
51-60,w,Mischling klein,,2007,w,beige/creme
51-60,w,Yorkshire Terrier,,2011,w,black/tan
81-90,w,Pudel,Mischling,2005,m,weiss
51-60,w,Schäfer,,2009,w,weiss
51-60,w,Mischling klein,,2010,m,schwarz/braun
61-70,w,Chihuahua,,2015,w,schwarz/weiss
61-70,m,Zwergschnauzer,,2011,m,weiss
61-70,w,Collie,Mischling,2006,m,beige/weiss
61-70,m,Sibirischer Husky,,2015,m,beige/rot
71-80,m,Chihuahua,,2003,w,schwarz/weiss/beige
71-80,m,Deutscher Schäfer,,2011,w,grau
71-80,m,Samojede,,2007,w,weiss
51-60,w,Pudel,,2002,m,weiss
51-60,m,Samojede,,2013,w,weiss
51-60,m,Samojede,,2004,w,weiss
61-70,m,Französische Bulldogge,,2010,w,schwarz gestromt
61-70,w,Golden Retriever,,2013,w,golden
71-80,w,Yorkshire Terrier,,2011,w,grau/braun
61-70,w,Jack Russel Terrier,,2010,w,tricolor
71-80,m,Flat Coated Retriever,,2006,w,schwarz
51-60,w,Labrador Retriever,,2003,m,braun
51-60,m,Husky,,2015,w,grau/weiss
61-70,w,Eurasier,,2013,w,rot/grau
81-90,w,Chihuahua,,2008,w,weiss/braun
71-80,m,Mischling gross,,2014,w,weiss/beige
71-80,m,Schnauzer,,2009,w,schwarz/braun/weiss
51-60,w,Bolonka Zwetna,,2016,w,schwarz
51-60,w,Mischling gross,,2013,m,schwarz
81-90,w,West Highland White Terrier,,2002,w,weiss
51-60,w,Malteser,,2014,m,weiss
71-80,m,Labrador Retriever,,2003,m,schwarz/weiss
71-80,w,Golden Retriever,,2005,w,golden
71-80,w,Australian Shepherd,Mischling,2010,m,braun/grau
71-80,w,Kooiker,,2008,m,rot/weiss
71-80,w,Mischling klein,,2009,w,schwarz
71-80,w,Vizsla,,1999,w,golden
51-60,w,Mischling gross,,2013,w,rehbraun
61-70,w,Mischling klein,,2008,w,schwarz
61-70,w,Foo Dog gross,,2013,m,beige/schwarz
51-60,w,Mischling klein,,2000,m,schwarz/weiss
71-80,m,Leonberger,Mischling,2005,w,braun
61-70,w,Zwergpudel,,2016,w,black/tan
71-80,m,Berner Sennenhund,,2006,w,tricolor
71-80,m,Mischling klein,,1998,m,schwarz
61-70,w,Pekingese,,2009,w,braun/weiss
61-70,w,Pekingese,,2008,w,braun
61-70,w,Boxer,,2013,w,gestromt
51-60,w,Golden Retriever,,2014,w,golden
51-60,w,Mischling klein,,2006,m,schwarz schimmel
51-60,w,Mittelschnauzer,,2013,w,pfeffer/salz
51-60,w,Airedale Terrier,,2006,m,black/tan
51-60,w,Zwergpinscher,,2013,m,rehbraun
51-60,w,Airedale Terrier,,2006,w,black/tan
51-60,w,Chihuahua,,2016,w,beige/braun
51-60,w,Jack Russel Terrier,,2005,m,weiss/rot
51-60,w,Zwergspitz,,2015,w,orange
61-70,w,Mischling klein,,1999,w,schwarz/grau
61-70,w,Schäfer,Mischling,2015,m,tricolor
81-90,w,Chihuahua,,2010,w,braun/schwarz
61-70,w,Entlebucher,,2007,m,tricolor
81-90,w,Cocker Spaniel,,2010,m,rot
51-60,w,Volpino,,2000,m,braun
51-60,w,Riesenschnauzer,,2004,m,schwarz
51-60,w,Afghane,,2012,m,red-brindle
51-60,w,Chinese Crested,,2012,m,apricot
51-60,w,Riesenschnauzer,,2015,m,schwarz
41-50,w,Jack Russel Terrier,Mischling,2012,w,tricolor
41-50,w,Labrador Retriever,,2012,w,schwarz
51-60,w,Jack Russel Terrier,,2010,m,braun/weiss
91-100,w,Labrador Retriever,,2008,w,beige
51-60,w,Rauhaar Dackel,,2010,w,saufarben
81-90,m,Pudel,,2003,w,schwarz/weiss
51-60,w,Yorkshire Terrier,Mischling,2004,m,grau
71-80,m,Yorkshire Terrier,,2007,w,blue/tan
71-80,m,Yorkshire Terrier,,2007,w,blue/tan
61-70,w,Dogge,Mischling,2005,m,schwarz/weiss
61-70,w,Appenzeller,Mischling,2004,m,schwarz/weiss
51-60,m,Chihuahua,,2011,m,schwarz
41-50,m,Cocker Spaniel,,2003,w,zobel
61-70,w,Bolonka Zwetna,,2011,w,schwarz
61-70,w,Tibet Terrier,,2007,m,weiss/schwarz
71-80,w,Yorkshire Terrier,,2002,w,grau/schwarz
71-80,w,Mischling klein,,2000,w,weiss
71-80,m,Französische Bulldogge,,2009,m,beige
71-80,w,Pinscher,Mischling,2005,w,braun/schwarz
51-60,w,Terrier,,2012,w,schwarz
51-60,w,Yorkshire Terrier,,2011,m,schwarz/braun
81-90,w,Yorkshire Terrier,,2005,w,schwarz/braun/grau
51-60,m,Flat Coated Retriever,,2012,m,braun
51-60,m,Golden Retriever,,2012,m,golden
81-90,w,Continental Bulldog,,2012,w,braun/weiss/schwarz
61-70,m,Basenji,,2013,w,brindle
71-80,m,Chihuahua,,2008,m,braun/weiss
51-60,w,Mischling klein,,2010,m,schwarz/braun
71-80,m,Australian Shepherd,,2014,m,tricolor
41-50,w,Mischling klein,,2006,m,weiss
71-80,w,Jack Russel Terrier,,2006,w,tricolor
71-80,w,Mischling klein,,2001,w,braun
71-80,m,Mischling gross,,2004,m,braun
51-60,w,Podenco,,2005,m,beige/weiss
51-60,w,Mischling klein,,2013,w,beige
61-70,w,West Highland White Terrier,,1998,w,weiss
71-80,m,Mittelpudel,,2014,w,black/tan
81-90,w,Papillon,,2008,m,weiss/schwarz
41-50,w,Bobtail,,2011,m,blau/grau/weiss
51-60,w,Labrador Retriever,,2008,w,schwarz
51-60,w,Mischling klein,,2010,w,tricolor
61-70,w,Labrador Retriever,,2003,w,schwarz
51-60,w,Malteser,,2006,w,weiss
61-70,w,Papillon,,2016,w,rotbraun/weiss
51-60,w,Katalanischer Hirtenhund,,2004,w,sandfarbig
81-90,w,Schäfer,Mischling,2005,w,schwarz/braun
51-60,w,Bergamasker,,2005,m,schwarz/weiss
51-60,w,Schäfer,,2014,w,weiss
51-60,w,Papillon,,2002,w,braun/weiss
71-80,w,West Highland White Terrier,,2004,m,weiss
41-50,m,Schweizer Sennenhund,,2008,w,tricolor
71-80,m,Zwergdackel,,2004,m,schwarz/rot
41-50,m,Rauhaar Dackel,,2007,w,saufarben
81-90,w,Mischling klein,,2008,w,braun/schwarz
41-50,m,Labrador Retriever,,2007,w,schwarz
61-70,w,Mischling klein,,2003,m,braun/schwarz
61-70,w,Toy Pudel,,2008,w,schwarz
71-80,m,Border Collie,,2009,m,schwarz/weiss
61-70,w,Papillon,,2015,w,rot/braun/weiss
51-60,m,Mischling klein,,2011,m,weiss/braun
51-60,m,Mischling klein,,2012,m,weiss/braun
61-70,w,Mischling klein,,2013,m,tricolor
51-60,w,Mischling klein,,2002,m,weiss/beige
41-50,w,Toyterrier,,2001,w,braun/beige
41-50,w,Collie,,2008,w,blondfarben
51-60,m,Langhaardackel,,2004,m,rot
51-60,m,Flat Coated Retriever,,2004,w,schwarz/grau
31-40,m,Zwergpinscher,,2010,w,schwarz/braun
71-80,w,Labrador Retriever,,2011,m,schwarz
41-50,m,Mops,,2015,w,beige
41-50,m,Mops,,2014,m,schwarz
41-50,w,Chihuahua,,2005,m,black/tan
41-50,w,Chihuahua,,2012,m,black/tan
81-90,m,Deutscher Schäfer,,2009,m,schwarz/gelb
51-60,w,Tibet Terrier,,2006,m,grau
51-60,w,Australian Shepherd,Mischling,2012,m,weiss/beige
41-50,w,Welsh Corgi Cardigan,,2005,w,braun/weiss
51-60,w,Golden Retriever,,2008,w,blondfarben
71-80,w,Cocker Spaniel,,2012,m,blauschimmel
41-50,m,Sibirischer Husky,,2011,m,grau/weiss
41-50,w,Mischling klein,,2008,w,weiss/schwarz/braun
41-50,w,Akita Inu,,2005,w,rot
51-60,w,Jack Russel Terrier,,2000,w,weiss/schwarz
31-40,m,Berner Sennenhund,,2007,w,tricolor
51-60,w,Lhasa Apso,Mischling,2002,m,beige
51-60,m,Cocker Spaniel,,2003,w,blauschimmel
61-70,w,West Highland White Terrier,,2015,w,weiss
51-60,w,Jack Russel Terrier,,2009,w,tricolor
61-70,w,Golden Retriever,,2013,m,golden
51-60,m,Rottweiler,,2011,m,schwarz/braun
31-40,m,Jack Russel Terrier,,2000,w,schwarz/weiss
71-80,m,Chihuahua,,2013,m,braun
51-60,w,Mischling klein,,2003,w,schwarz/weiss
41-50,m,Cirneco dell'Etna,,2006,w,hellbraun
61-70,w,Tibet Terrier,,2012,m,zobel
51-60,w,Mops,,2008,m,beige/schwarz
51-60,w,Bergamasker,,2001,w,grau
51-60,w,Mischling klein,,2009,w,braun
51-60,m,Boxer,,2007,m,weiss gestromt
41-50,w,Dachshund,,2015,w,saufarben
51-60,m,Schäfer,Mischling,2002,w,schwarz
51-60,w,Continental Bulldog,,2013,w,hellbraun/weiss
41-50,w,Belgischer Schäfer,,2012,w,grau/schwarz
61-70,w,Mischling klein,,2005,w,schwarz/braun/weiss
71-80,w,Beagle,,2011,m,hellbraun
61-70,w,Labrador Retriever,,2014,m,schwarz/weiss
51-60,m,Labrador Retriever,Mischling,2010,m,schwarz/weiss
71-80,w,Golden Retriever,Mischling,2004,w,golden
51-60,w,Airedale Terrier,,2011,m,black/tan
61-70,m,Mischling klein,,2000,w,braun/weiss
51-60,w,Jack Russel Terrier,,2003,w,tricolor
71-80,m,Border Collie,Mischling,2003,m,schwarz/weiss
71-80,m,Golden Retriever,,2009,w,golden
71-80,m,West Highland White Terrier,,2005,m,weiss
61-70,w,Mischling klein,,2009,m,schwarz/weiss
81-90,w,Malteser,,2013,w,weiss
61-70,w,Scottish Terrier,,2006,w,schwarz
61-70,w,Königspudel,,2009,m,apricot
61-70,w,Mischling klein,,2002,w,beige/weiss
51-60,m,Mischling klein,,2007,w,braun/weiss
81-90,w,Mischling klein,,2008,w,schwarz/braun
61-70,w,Mittelpudel,,2010,w,braun
61-70,w,Bolonka Zwetna,,2010,m,braun
81-90,w,Yorkshire Terrier,,2007,w,blue/tan
71-80,m,Dackel,,1999,m,schwarz/rot
61-70,w,Deutscher Schäfer,,2010,m,schwarz
61-70,w,Deutscher Schäfer,,2005,m,grau
71-80,m,Mischling klein,,2012,w,schwarz/weiss
61-70,m,Mischling klein,,1999,m,braun
81-90,w,Papillon,Mischling,2002,m,schwarz/weiss
71-80,w,Mischling klein,,2009,w,beige
41-50,w,Shih Tzu,,2007,m,schwarz/weiss
41-50,w,Bolonka Zwetna,,2010,m,braun
41-50,w,Bordeaux Dogge,,2014,m,braun
41-50,w,Powder Puff,,2012,m,weizen
81-90,m,Border Collie,,2004,w,schwarz/weiss
61-70,m,Riesenschnauzer,,2016,w,schwarz
71-80,m,Appenzeller,Mischling,2005,m,tricolor
61-70,m,Labrador Retriever,Mischling,2006,m,schwarz
51-60,w,Petit Basset Griffon,,2005,w,tricolor
41-50,w,Schäfer,Mischling,2006,w,blondfarben
71-80,m,Border Collie,,2004,w,schwarz/weiss
61-70,w,Bolonka Zwetna,,2015,w,schwarz
71-80,m,Mischling klein,,2007,w,braun/weiss
61-70,w,Bearded Collie,,2009,w,schwarz/weiss
61-70,w,Mischling gross,,2012,w,golden
51-60,w,English Springer Spaniel,,2007,m,braun/weiss
71-80,w,English Cocker Spaniel,,2003,m,rot
51-60,w,Jack Russel Terrier,,2002,w,tricolor
51-60,w,Berner Sennenhund,Mischling,2014,w,schwarz/weiss
71-80,w,Deutscher Schäfer,,2006,w,schwarz/braun
51-60,m,Deutscher Langhaarschäfer,,2006,w,schwarz/braun
71-80,w,Samojede,,2009,w,weiss
71-80,w,Cavalier King Charles Spaniel,,2006,m,braun/weiss
71-80,w,Shih Tzu,,2005,w,schwarz/weiss/beige
81-90,w,Langhaardackel,,2007,w,rot/braun
61-70,m,Goldendoodle,,2015,w,beige
41-50,w,English Setter,,2011,m,weiss/beige
51-60,w,Deutsche Dogge,,2014,m,schwarz
61-70,w,Irish Wolfhound,,2010,w,grau
61-70,w,Mischling klein,,2011,w,tricolor
61-70,w,Podenco,,2003,m,hellbraun
61-70,w,Mischling klein,,2008,w,beige
71-80,m,Pekingese,Mischling,2009,m,schwarz/weiss
71-80,w,Mischling klein,,2011,w,schwarz/braun/weiss
51-60,m,Afghane,,2006,w,golden
61-70,w,Labrador Retriever,,2005,m,gelb
61-70,w,Havaneser,,2012,w,braun/weiss
71-80,m,Skye Terrier,,2014,w,brindle
61-70,w,Mischling klein,,2007,w,weiss
71-80,w,Terrier,,2010,m,beige
61-70,w,Flat Coated Retriever,,2009,w,schwarz
61-70,w,Vizsla,,2005,m,gelb
61-70,m,Mittelschnauzer,,2006,m,schwarz
41-50,w,Französische Bulldogge,,2014,w,dunkel gestromt
41-50,w,Französische Bulldogge,,2016,m,schwarz/weiss
51-60,w,Galgo,,2006,w,weiss
51-60,w,Mittelpudel,,2004,m,dunkelbraun
71-80,m,Vorstehhund,Mischling,2005,w,weiss/braun/schwarz
61-70,m,Mischling klein,,2003,w,schwarz/braun/weiss
51-60,w,Appenzeller,Mischling,2012,w,rot/weiss
51-60,w,Deutscher Schäfer,,2012,w,schwarz/braun
61-70,w,Pudel,,2005,w,weiss
51-60,m,Deutscher Schäfer,Mischling,2007,m,schwarz/braun
51-60,w,Mops,,2013,w,beige
51-60,w,Mops,,2013,m,beige
81-90,m,Chihuahua,Mischling,2009,m,beige/weiss
61-70,m,Mischling klein,,2007,w,rehbraun
61-70,w,Belgischer Schäfer,,2009,m,schwarz/braun
71-80,w,Yorkshire Terrier,Mischling,2010,m,beige
61-70,w,Dachshund,,1997,w,schwarz/rot
41-50,w,Mischling gross,,2009,w,beige/weiss
51-60,w,Afghanischer Windhund,,2009,m,silber
71-80,w,Deerhound,,2009,w,grau
61-70,w,Jack Russel Terrier,,2011,w,tricolor
51-60,w,Chihuahua,,2009,m,golden
81-90,w,Papillon,,2001,m,weiss/braun
91-100,w,Terrier,,2009,w,schwarz
51-60,m,Terrier,Mischling,2012,m,braun
61-70,w,Entlebucher Sennenhund,Mischling,2016,w,braun/weiss
61-70,w,Berner Sennenhund,,2016,m,schwarz/braun/weiss
81-90,m,Mischling klein,,2003,m,braun
71-80,w,Toy Pudel,,2006,m,apricot
51-60,w,Mischling klein,,2008,m,schwarz
51-60,w,Deutscher Boxer,,2006,m,dunkel gestromt
61-70,w,Flat Coated Retriever,,2014,w,braun
71-80,w,Dachsbracke,Mischling,2004,w,braun
61-70,w,Scottish Terrier,,2003,m,schwarz
41-50,w,Lagotto Romagnolo,,2005,m,weiss
51-60,w,Mischling klein,,2005,w,schwarz
71-80,w,English Springer Spaniel,,2010,w,braun
51-60,m,Foxterrier,,2014,m,tricolor
61-70,m,Cocker Spaniel,,2012,m,tricolor
71-80,w,Chihuahua,,2008,w,schwarz/weiss
51-60,w,Dachsbracke,,2013,w,schwarz/braun
61-70,w,Toypudel,,2005,w,schwarz
51-60,w,Mops,,2010,m,beige
51-60,w,Labrador Retriever,,2012,m,schwarz/braun
51-60,w,Labrador Retriever,,2014,w,braun
71-80,w,Mops,,2015,m,beige
61-70,m,Kooiker,,2005,w,weiss/braun
71-80,w,American Cocker Spaniel,,2007,w,tricolor
81-90,w,Mischling klein,,2012,m,grau
51-60,w,Chihuahua,,2014,w,tricolor
51-60,w,Pudel,,2011,w,schwarz/weiss
51-60,w,Jack Russel Terrier,,2004,w,tricolor
51-60,w,Bolonka Zwetna,,2014,w,schwarz/weiss
61-70,m,Havaneser,Mischling,2006,w,schwarz
61-70,m,Schäfer,Mischling,2002,m,schwarz/braun
61-70,w,Tibet Terrier,,2013,w,schwarz/weiss
71-80,w,Yorkshire Terrier,Mischling,2000,w,schwarz/braun/weiss
51-60,w,Tervueren,,2016,m,beige
41-50,w,Cavalier King Charles Spaniel,,2012,w,ruby
51-60,w,Labrador Retriever,,2012,w,schwarz
61-70,w,Chihuahua,,2009,w,black/tan
81-90,w,Border Collie,Mischling,2001,w,schwarz/weiss
61-70,w,Mischling klein,,2007,w,braun
51-60,w,Labrador Retriever,Mischling,2006,w,schwarz/weiss
61-70,w,Berner Sennenhund,,2008,m,tricolor
51-60,w,Mischling klein,,2010,w,tricolor
51-60,w,Mischling klein,,2015,w,braun/weiss
81-90,w,Bolonka Zwetna,,2008,w,schwarz/braun
71-80,m,Mischling klein,,2000,w,schwarz
61-70,w,Dachshund,,2006,w,saufarben
71-80,w,Rauhaar Dackel,,2012,m,saufarben
61-70,m,Berner Sennenhund,,2013,w,tricolor
61-70,w,Collie,,2005,w,gold/sable
61-70,w,Dachshund,,2009,w,rot
61-70,w,Toypudel,,2015,w,schwarz
71-80,w,Golden Retriever,,2011,m,blondfarben
51-60,w,Airedale Terrier,,2012,w,black/tan
51-60,w,Toypudel,,2015,w,apricot
51-60,w,Toypudel,,2015,m,Harlekin
51-60,w,Pekingese,Mischling,2007,m,braun
81-90,w,Breton,Mischling,2006,w,weiss
51-60,m,Irish Setter,,2014,m,mahagoni
41-50,w,Hovawart,,2013,w,schwarz Marken
71-80,w,Schäfer,Mischling,2006,w,schwarz/braun
71-80,w,Pudel,,2004,w,schwarz
61-70,w,Mischling gross,,2012,w,black/tan
71-80,m,Irish Setter,,2012,m,mahagoni
71-80,w,Yorkshire Terrier,,2014,w,schwarz
51-60,w,Bobtail,,2016,w,grau/weiss
61-70,w,Beagle,,2013,w,tricolor
61-70,w,Terrier,Mischling,2006,w,schwarz/braun
61-70,w,Bergamasker,,2003,m,grau
41-50,w,Chihuahua,,2012,w,wildfarbig
61-70,m,Flat Coated Retriever,,2008,w,schwarz
61-70,w,Yorkshire Terrier,,2005,w,blue/tan
71-80,w,Flat Coated Retriever,,2005,w,schwarz
